Vertices;Comparacoes;Tempo(seg);;;;;;;;;
769;1181184;0.00;;;;;;;;;
770;1184260;0.00;;;;;;;;;
771;1187340;0.00;;;;;;;;;
772;1190424;0.00;;;;;;;;;
773;1193512;0.00;;;;;;;;;
774;1196604;0.00;;;;;;;;;
775;1199700;0.00;;;;;;;;;
776;1202800;0.00;;;;;;;;;
777;1205904;0.00;;;;;;;;;
778;1209012;0.00;;;;;;;;;
779;1212124;0.00;;;;;;;;;
780;1215240;0.00;;;;;;;;;
781;1218360;0.00;;;;;;;;;
782;1221484;0.00;;;;;;;;;
783;1224612;0.00;;;;;;;;;
784;1227744;0.00;;;;;;;;;
785;1230880;0.00;;;;;;;;;
786;1234020;0.00;;;;;;;;;
787;1237164;0.00;;;;;;;;;
788;1240312;0.00;;;;;;;;;
789;1243464;0.00;;;;;;;;;
790;1246620;0.00;;;;;;;;;
791;1249780;0.00;;;;;;;;;
792;1252944;0.00;;;;;;;;;
793;1256112;0.00;;;;;;;;;
794;1259284;0.00;;;;;;;;;
795;1262460;0.00;;;;;;;;;
796;1265640;0.00;;;;;;;;;
797;1268824;0.00;;;;;;;;;
798;1272012;0.00;;;;;;;;;
799;1275204;0.00;;;;;;;;;
800;1278400;0.00;;;;;;;;;
801;1281600;0.00;;;;;;;;;
802;1284804;0.00;;;;;;;;;
803;1288012;0.00;;;;;;;;;
804;1291224;0.00;;;;;;;;;
805;1294440;0.00;;;;;;;;;
806;1297660;0.00;;;;;;;;;
807;1300884;0.00;;;;;;;;;
808;1304112;0.00;;;;;;;;;
809;1307344;0.00;;;;;;;;;
810;1310580;0.00;;;;;;;;;
811;1313820;0.00;;;;;;;;;
812;1317064;0.00;;;;;;;;;
813;1320312;0.00;;;;;;;;;
814;1323564;0.00;;;;;;;;;
815;1326820;0.00;;;;;;;;;
816;1330080;0.00;;;;;;;;;
817;1333344;0.00;;;;;;;;;
818;1336612;0.00;;;;;;;;;
819;1339884;0.00;;;;;;;;;
820;1343160;0.00;;;;;;;;;
821;1346440;0.00;;;;;;;;;
822;1349724;0.00;;;;;;;;;
823;1353012;0.00;;;;;;;;;
824;1356304;0.00;;;;;;;;;
825;1359600;0.00;;;;;;;;;
826;1362900;0.00;;;;;;;;;
827;1366204;0.00;;;;;;;;;
828;1369512;0.00;;;;;;;;;
829;1372824;0.00;;;;;;;;;
830;1376140;0.00;;;;;;;;;
831;1379460;0.00;;;;;;;;;
832;1382784;0.00;;;;;;;;;
833;1386112;0.00;;;;;;;;;
834;1389444;0.00;;;;;;;;;
835;1392780;0.00;;;;;;;;;
836;1396120;0.00;;;;;;;;;
837;1399464;0.00;;;;;;;;;
838;1402812;0.00;;;;;;;;;
839;1406164;0.00;;;;;;;;;
840;1409520;0.00;;;;;;;;;
841;1412880;0.00;;;;;;;;;
842;1416244;0.00;;;;;;;;;
843;1419612;0.00;;;;;;;;;
844;1422984;0.00;;;;;;;;;
845;1426360;0.00;;;;;;;;;
846;1429740;0.00;;;;;;;;;
847;1433124;0.00;;;;;;;;;
848;1436512;0.00;;;;;;;;;
849;1439904;0.00;;;;;;;;;
850;1443300;0.00;;;;;;;;;
851;1446700;0.00;;;;;;;;;
852;1450104;0.00;;;;;;;;;
853;1453512;0.00;;;;;;;;;
854;1456924;0.00;;;;;;;;;
855;1460340;0.00;;;;;;;;;
856;1463760;0.00;;;;;;;;;
857;1467184;0.00;;;;;;;;;
858;1470612;0.00;;;;;;;;;
859;1474044;0.00;;;;;;;;;
860;1477480;0.00;;;;;;;;;
861;1480920;0.00;;;;;;;;;
862;1484364;0.00;;;;;;;;;
863;1487812;0.00;;;;;;;;;
864;1491264;0.00;;;;;;;;;
865;1494720;0.00;;;;;;;;;
866;1498180;0.00;;;;;;;;;
867;1501644;0.00;;;;;;;;;
868;1505112;0.00;;;;;;;;;
869;1508584;0.00;;;;;;;;;
870;1512060;0.00;;;;;;;;;
871;1515540;0.00;;;;;;;;;
872;1519024;0.00;;;;;;;;;
873;1522512;0.00;;;;;;;;;
874;1526004;0.00;;;;;;;;;
875;1529500;0.00;;;;;;;;;
876;1533000;0.00;;;;;;;;;
877;1536504;0.00;;;;;;;;;
878;1540012;0.00;;;;;;;;;
879;1543524;0.00;;;;;;;;;
880;1547040;0.00;;;;;;;;;
881;1550560;0.00;;;;;;;;;
882;1554084;0.00;;;;;;;;;
883;1557612;0.00;;;;;;;;;
884;1561144;0.00;;;;;;;;;
885;1564680;0.00;;;;;;;;;
886;1568220;0.00;;;;;;;;;
887;1571764;0.00;;;;;;;;;
888;1575312;0.00;;;;;;;;;
889;1578864;0.00;;;;;;;;;
890;1582420;0.00;;;;;;;;;
891;1585980;0.00;;;;;;;;;
892;1589544;0.00;;;;;;;;;
893;1593112;0.00;;;;;;;;;
894;1596684;0.00;;;;;;;;;
895;1600260;0.00;;;;;;;;;
896;1603840;0.00;;;;;;;;;
897;1607424;0.00;;;;;;;;;
898;1611012;0.00;;;;;;;;;
899;1614604;0.00;;;;;;;;;
900;1618200;0.00;;;;;;;;;
901;1621800;0.00;;;;;;;;;
902;1625404;0.00;;;;;;;;;
903;1629012;0.00;;;;;;;;;
904;1632624;0.00;;;;;;;;;
905;1636240;0.00;;;;;;;;;
906;1639860;0.00;;;;;;;;;
907;1643484;0.00;;;;;;;;;
908;1647112;0.00;;;;;;;;;
909;1650744;0.00;;;;;;;;;
910;1654380;0.00;;;;;;;;;
911;1658020;0.00;;;;;;;;;
912;1661664;0.00;;;;;;;;;
913;1665312;0.00;;;;;;;;;
914;1668964;0.00;;;;;;;;;
915;1672620;0.00;;;;;;;;;
916;1676280;0.00;;;;;;;;;
917;1679944;0.00;;;;;;;;;
918;1683612;0.00;;;;;;;;;
919;1687284;0.00;;;;;;;;;
920;1690960;0.00;;;;;;;;;
921;1694640;0.00;;;;;;;;;
922;1698324;0.00;;;;;;;;;
923;1702012;0.00;;;;;;;;;
924;1705704;0.00;;;;;;;;;
925;1709400;0.00;;;;;;;;;
926;1713100;0.00;;;;;;;;;
927;1716804;0.00;;;;;;;;;
928;1720512;0.00;;;;;;;;;
929;1724224;0.00;;;;;;;;;
930;1727940;0.00;;;;;;;;;
931;1731660;0.00;;;;;;;;;
932;1735384;0.00;;;;;;;;;
933;1739112;0.00;;;;;;;;;
934;1742844;0.00;;;;;;;;;
935;1746580;0.00;;;;;;;;;
936;1750320;0.00;;;;;;;;;
937;1754064;0.00;;;;;;;;;
938;1757812;0.00;;;;;;;;;
939;1761564;0.00;;;;;;;;;
940;1765320;0.00;;;;;;;;;
941;1769080;0.00;;;;;;;;;
942;1772844;0.00;;;;;;;;;
943;1776612;0.00;;;;;;;;;
944;1780384;0.00;;;;;;;;;
945;1784160;0.00;;;;;;;;;
946;1787940;0.00;;;;;;;;;
947;1791724;0.00;;;;;;;;;
948;1795512;0.00;;;;;;;;;
949;1799304;0.00;;;;;;;;;
950;1803100;0.00;;;;;;;;;
951;1806900;0.00;;;;;;;;;
952;1810704;0.00;;;;;;;;;
953;1814512;0.00;;;;;;;;;
954;1818324;0.00;;;;;;;;;
955;1822140;0.00;;;;;;;;;
956;1825960;0.00;;;;;;;;;
957;1829784;0.00;;;;;;;;;
958;1833612;0.00;;;;;;;;;
959;1837444;0.00;;;;;;;;;
960;1841280;0.00;;;;;;;;;
961;1845120;0.00;;;;;;;;;
962;1848964;0.00;;;;;;;;;
963;1852812;0.00;;;;;;;;;
964;1856664;0.00;;;;;;;;;
965;1860520;0.00;;;;;;;;;
966;1864380;0.00;;;;;;;;;
967;1868244;0.00;;;;;;;;;
968;1872112;0.00;;;;;;;;;
969;1875984;0.00;;;;;;;;;
970;1879860;0.00;;;;;;;;;
971;1883740;0.00;;;;;;;;;
972;1887624;0.00;;;;;;;;;
973;1891512;0.00;;;;;;;;;
974;1895404;0.00;;;;;;;;;
975;1899300;0.00;;;;;;;;;
976;1903200;0.00;;;;;;;;;
977;1907104;0.00;;;;;;;;;
978;1911012;0.00;;;;;;;;;
979;1914924;0.00;;;;;;;;;
980;1918840;0.00;;;;;;;;;
981;1922760;0.00;;;;;;;;;
982;1926684;0.00;;;;;;;;;
983;1930612;0.00;;;;;;;;;
984;1934544;0.00;;;;;;;;;
985;1938480;0.00;;;;;;;;;
986;1942420;0.00;;;;;;;;;
987;1946364;0.00;;;;;;;;;
988;1950312;0.00;;;;;;;;;
989;1954264;0.00;;;;;;;;;
990;1958220;0.00;;;;;;;;;
991;1962180;0.00;;;;;;;;;
992;1966144;0.00;;;;;;;;;
993;1970112;0.00;;;;;;;;;
994;1974084;0.00;;;;;;;;;
995;1978060;0.00;;;;;;;;;
996;1982040;0.00;;;;;;;;;
997;1986024;0.00;;;;;;;;;
998;1990012;0.00;;;;;;;;;
999;1994004;0.00;;;;;;;;;
1000;1998000;0.00;;;;;;;;;
1001;2002000;0.00;;;;;;;;;
1002;2006004;0.00;;;;;;;;;
1003;2010012;0.00;;;;;;;;;
1004;2014024;0.00;;;;;;;;;
1005;2018040;0.00;;;;;;;;;
1006;2022060;0.00;;;;;;;;;
1007;2026084;0.00;;;;;;;;;
1008;2030112;0.00;;;;;;;;;
1009;2034144;0.00;;;;;;;;;
1010;2038180;0.00;;;;;;;;;
1011;2042220;0.00;;;;;;;;;
1012;2046264;0.00;;;;;;;;;
1013;2050312;0.00;;;;;;;;;
1014;2054364;0.00;;;;;;;;;
1015;2058420;0.00;;;;;;;;;
1016;2062480;0.00;;;;;;;;;
1017;2066544;0.00;;;;;;;;;
1018;2070612;0.00;;;;;;;;;
1019;2074684;0.00;;;;;;;;;
1020;2078760;0.00;;;;;;;;;
1021;2082840;0.00;;;;;;;;;
1022;2086924;0.00;;;;;;;;;
1023;2091012;0.00;;;;;;;;;
1024;2095104;0.00;;;;;;;;;
1025;2099200;0.00;;;;;;;;;
1026;2103300;0.00;;;;;;;;;
1027;2107404;0.00;;;;;;;;;
1028;2111512;0.00;;;;;;;;;
1029;2115624;0.00;;;;;;;;;
1030;2119740;0.00;;;;;;;;;
1031;2123860;0.00;;;;;;;;;
1032;2127984;0.00;;;;;;;;;
1033;2132112;0.00;;;;;;;;;
1034;2136244;0.00;;;;;;;;;
1035;2140380;0.00;;;;;;;;;
1036;2144520;0.00;;;;;;;;;
1037;2148664;0.00;;;;;;;;;
1038;2152812;0.00;;;;;;;;;
1039;2156964;0.00;;;;;;;;;
1040;2161120;0.00;;;;;;;;;
1041;2165280;0.00;;;;;;;;;
1042;2169444;0.00;;;;;;;;;
1043;2173612;0.00;;;;;;;;;
1044;2177784;0.00;;;;;;;;;
1045;2181960;0.00;;;;;;;;;
1046;2186140;0.00;;;;;;;;;
1047;2190324;0.00;;;;;;;;;
1048;2194512;0.00;;;;;;;;;
1049;2198704;0.00;;;;;;;;;
1050;2202900;0.00;;;;;;;;;
1051;2207100;0.00;;;;;;;;;
1052;2211304;0.00;;;;;;;;;
1053;2215512;0.00;;;;;;;;;
1054;2219724;0.00;;;;;;;;;
1055;2223940;0.00;;;;;;;;;
1056;2228160;0.00;;;;;;;;;
1057;2232384;0.00;;;;;;;;;
1058;2236612;0.00;;;;;;;;;
1059;2240844;0.00;;;;;;;;;
1060;2245080;0.00;;;;;;;;;
1061;2249320;0.00;;;;;;;;;
1062;2253564;0.00;;;;;;;;;
1063;2257812;0.00;;;;;;;;;
1064;2262064;0.00;;;;;;;;;
1065;2266320;0.00;;;;;;;;;
1066;2270580;0.00;;;;;;;;;
1067;2274844;0.00;;;;;;;;;
1068;2279112;0.00;;;;;;;;;
1069;2283384;0.00;;;;;;;;;
1070;2287660;0.00;;;;;;;;;
1071;2291940;0.00;;;;;;;;;
1072;2296224;0.00;;;;;;;;;
1073;2300512;0.00;;;;;;;;;
1074;2304804;0.00;;;;;;;;;
1075;2309100;0.00;;;;;;;;;
1076;2313400;0.00;;;;;;;;;
1077;2317704;0.00;;;;;;;;;
1078;2322012;0.00;;;;;;;;;
1079;2326324;0.00;;;;;;;;;
1080;2330640;0.00;;;;;;;;;
1081;2334960;0.00;;;;;;;;;
1082;2339284;0.00;;;;;;;;;
1083;2343612;0.00;;;;;;;;;
1084;2347944;0.00;;;;;;;;;
1085;2352280;0.00;;;;;;;;;
1086;2356620;0.00;;;;;;;;;
1087;2360964;0.00;;;;;;;;;
1088;2365312;0.00;;;;;;;;;
1089;2369664;0.00;;;;;;;;;
1090;2374020;0.00;;;;;;;;;
1091;2378380;0.00;;;;;;;;;
1092;2382744;0.00;;;;;;;;;
1093;2387112;0.00;;;;;;;;;
1094;2391484;0.00;;;;;;;;;
1095;2395860;0.00;;;;;;;;;
1096;2400240;0.00;;;;;;;;;
1097;2404624;0.00;;;;;;;;;
1098;2409012;0.00;;;;;;;;;
1099;2413404;0.00;;;;;;;;;
1100;2417800;0.00;;;;;;;;;
1101;2422200;0.00;;;;;;;;;
1102;2426604;0.00;;;;;;;;;
1103;2431012;0.00;;;;;;;;;
1104;2435424;0.00;;;;;;;;;
1105;2439840;0.00;;;;;;;;;
1106;2444260;0.00;;;;;;;;;
1107;2448684;0.00;;;;;;;;;
1108;2453112;0.00;;;;;;;;;
1109;2457544;0.00;;;;;;;;;
1110;2461980;0.00;;;;;;;;;
1111;2466420;0.00;;;;;;;;;
1112;2470864;0.00;;;;;;;;;
1113;2475312;0.00;;;;;;;;;
1114;2479764;0.00;;;;;;;;;
1115;2484220;0.00;;;;;;;;;
1116;2488680;0.00;;;;;;;;;
1117;2493144;0.00;;;;;;;;;
1118;2497612;0.00;;;;;;;;;
1119;2502084;0.00;;;;;;;;;
1120;2506560;0.00;;;;;;;;;
1121;2511040;0.00;;;;;;;;;
1122;2515524;0.00;;;;;;;;;
1123;2520012;0.00;;;;;;;;;
1124;2524504;0.00;;;;;;;;;
1125;2529000;0.00;;;;;;;;;
1126;2533500;0.00;;;;;;;;;
1127;2538004;0.00;;;;;;;;;
1128;2542512;0.00;;;;;;;;;
1129;2547024;0.00;;;;;;;;;
1130;2551540;0.00;;;;;;;;;
1131;2556060;0.00;;;;;;;;;
1132;2560584;0.00;;;;;;;;;
1133;2565112;0.00;;;;;;;;;
1134;2569644;0.00;;;;;;;;;
1135;2574180;0.00;;;;;;;;;
1136;2578720;0.00;;;;;;;;;
1137;2583264;0.00;;;;;;;;;
1138;2587812;0.00;;;;;;;;;
1139;2592364;0.00;;;;;;;;;
1140;2596920;0.00;;;;;;;;;
1141;2601480;0.00;;;;;;;;;
1142;2606044;0.00;;;;;;;;;
1143;2610612;0.00;;;;;;;;;
1144;2615184;0.00;;;;;;;;;
1145;2619760;0.00;;;;;;;;;
1146;2624340;0.00;;;;;;;;;
1147;2628924;0.00;;;;;;;;;
1148;2633512;0.00;;;;;;;;;
1149;2638104;0.00;;;;;;;;;
1150;2642700;0.00;;;;;;;;;
1151;2647300;0.00;;;;;;;;;
1152;2651904;0.00;;;;;;;;;
1153;2656512;0.00;;;;;;;;;
1154;2661124;0.00;;;;;;;;;
1155;2665740;0.00;;;;;;;;;
1156;2670360;0.00;;;;;;;;;
1157;2674984;0.00;;;;;;;;;
1158;2679612;0.00;;;;;;;;;
1159;2684244;0.00;;;;;;;;;
1160;2688880;0.00;;;;;;;;;
1161;2693520;0.00;;;;;;;;;
1162;2698164;0.00;;;;;;;;;
1163;2702812;0.00;;;;;;;;;
1164;2707464;0.00;;;;;;;;;
1165;2712120;0.00;;;;;;;;;
1166;2716780;0.00;;;;;;;;;
1167;2721444;0.00;;;;;;;;;
1168;2726112;0.00;;;;;;;;;
1169;2730784;0.00;;;;;;;;;
1170;2735460;0.00;;;;;;;;;
1171;2740140;0.00;;;;;;;;;
1172;2744824;0.00;;;;;;;;;
1173;2749512;0.00;;;;;;;;;
1174;2754204;0.00;;;;;;;;;
1175;2758900;0.00;;;;;;;;;
1176;2763600;0.00;;;;;;;;;
1177;2768304;0.00;;;;;;;;;
1178;2773012;0.00;;;;;;;;;
1179;2777724;0.00;;;;;;;;;
1180;2782440;0.00;;;;;;;;;
1181;2787160;0.00;;;;;;;;;
1182;2791884;0.00;;;;;;;;;
1183;2796612;0.00;;;;;;;;;
1184;2801344;0.00;;;;;;;;;
1185;2806080;0.00;;;;;;;;;
1186;2810820;0.00;;;;;;;;;
1187;2815564;0.00;;;;;;;;;
1188;2820312;0.00;;;;;;;;;
1189;2825064;0.00;;;;;;;;;
1190;2829820;0.00;;;;;;;;;
1191;2834580;0.00;;;;;;;;;
1192;2839344;0.00;;;;;;;;;
1193;2844112;0.00;;;;;;;;;
1194;2848884;0.00;;;;;;;;;
1195;2853660;0.00;;;;;;;;;
1196;2858440;0.00;;;;;;;;;
1197;2863224;0.00;;;;;;;;;
1198;2868012;0.00;;;;;;;;;
1199;2872804;0.00;;;;;;;;;
1200;2877600;0.00;;;;;;;;;
1201;2882400;0.00;;;;;;;;;
1202;2887204;0.00;;;;;;;;;
1203;2892012;0.00;;;;;;;;;
1204;2896824;0.00;;;;;;;;;
1205;2901640;0.00;;;;;;;;;
1206;2906460;0.00;;;;;;;;;
1207;2911284;0.00;;;;;;;;;
1208;2916112;0.00;;;;;;;;;
1209;2920944;0.00;;;;;;;;;
1210;2925780;0.00;;;;;;;;;
1211;2930620;0.00;;;;;;;;;
1212;2935464;0.00;;;;;;;;;
1213;2940312;0.00;;;;;;;;;
1214;2945164;0.00;;;;;;;;;
1215;2950020;0.00;;;;;;;;;
1216;2954880;0.00;;;;;;;;;
1217;2959744;0.00;;;;;;;;;
1218;2964612;0.00;;;;;;;;;
1219;2969484;0.00;;;;;;;;;
1220;2974360;0.00;;;;;;;;;
1221;2979240;0.00;;;;;;;;;
1222;2984124;0.00;;;;;;;;;
1223;2989012;0.00;;;;;;;;;
1224;2993904;0.00;;;;;;;;;
1225;2998800;0.00;;;;;;;;;
1226;3003700;0.00;;;;;;;;;
1227;3008604;0.00;;;;;;;;;
1228;3013512;0.00;;;;;;;;;
1229;3018424;0.00;;;;;;;;;
1230;3023340;0.00;;;;;;;;;
1231;3028260;0.00;;;;;;;;;
1232;3033184;0.00;;;;;;;;;
1233;3038112;0.00;;;;;;;;;
1234;3043044;0.00;;;;;;;;;
1235;3047980;0.00;;;;;;;;;
1236;3052920;0.00;;;;;;;;;
1237;3057864;0.00;;;;;;;;;
1238;3062812;0.00;;;;;;;;;
1239;3067764;0.00;;;;;;;;;
1240;3072720;0.00;;;;;;;;;
1241;3077680;0.00;;;;;;;;;
1242;3082644;0.00;;;;;;;;;
1243;3087612;0.00;;;;;;;;;
1244;3092584;0.00;;;;;;;;;
1245;3097560;0.00;;;;;;;;;
1246;3102540;0.00;;;;;;;;;
1247;3107524;0.00;;;;;;;;;
1248;3112512;0.00;;;;;;;;;
1249;3117504;0.00;;;;;;;;;
1250;3122500;0.00;;;;;;;;;
1251;3127500;0.00;;;;;;;;;
1252;3132504;0.00;;;;;;;;;
1253;3137512;0.00;;;;;;;;;
1254;3142524;0.00;;;;;;;;;
1255;3147540;0.00;;;;;;;;;
1256;3152560;0.00;;;;;;;;;
1257;3157584;0.00;;;;;;;;;
1258;3162612;0.00;;;;;;;;;
1259;3167644;0.00;;;;;;;;;
1260;3172680;0.00;;;;;;;;;
1261;3177720;0.00;;;;;;;;;
1262;3182764;0.00;;;;;;;;;
1263;3187812;0.00;;;;;;;;;
1264;3192864;0.00;;;;;;;;;
1265;3197920;0.00;;;;;;;;;
1266;3202980;0.00;;;;;;;;;
1267;3208044;0.00;;;;;;;;;
1268;3213112;0.00;;;;;;;;;
1269;3218184;0.00;;;;;;;;;
1270;3223260;0.00;;;;;;;;;
1271;3228340;0.00;;;;;;;;;
1272;3233424;0.00;;;;;;;;;
1273;3238512;0.00;;;;;;;;;
1274;3243604;0.00;;;;;;;;;
1275;3248700;0.00;;;;;;;;;
1276;3253800;0.00;;;;;;;;;
1277;3258904;0.00;;;;;;;;;
1278;3264012;0.00;;;;;;;;;
1279;3269124;0.00;;;;;;;;;
1280;3274240;0.00;;;;;;;;;
1281;3279360;0.00;;;;;;;;;
1282;3284484;0.00;;;;;;;;;
1283;3289612;0.00;;;;;;;;;
1284;3294744;0.00;;;;;;;;;
1285;3299880;0.00;;;;;;;;;
1286;3305020;0.00;;;;;;;;;
1287;3310164;0.00;;;;;;;;;
1288;3315312;0.00;;;;;;;;;
1289;3320464;0.00;;;;;;;;;
1290;3325620;0.00;;;;;;;;;
1291;3330780;0.00;;;;;;;;;
1292;3335944;0.00;;;;;;;;;
1293;3341112;0.00;;;;;;;;;
1294;3346284;0.00;;;;;;;;;
1295;3351460;0.00;;;;;;;;;
1296;3356640;0.00;;;;;;;;;
1297;3361824;0.00;;;;;;;;;
1298;3367012;0.00;;;;;;;;;
1299;3372204;0.00;;;;;;;;;
1300;3377400;0.00;;;;;;;;;
1301;3382600;0.00;;;;;;;;;
1302;3387804;0.00;;;;;;;;;
1303;3393012;0.00;;;;;;;;;
1304;3398224;0.00;;;;;;;;;
1305;3403440;0.00;;;;;;;;;
1306;3408660;0.00;;;;;;;;;
1307;3413884;0.00;;;;;;;;;
1308;3419112;0.00;;;;;;;;;
1309;3424344;0.00;;;;;;;;;
1310;3429580;0.00;;;;;;;;;
1311;3434820;0.00;;;;;;;;;
1312;3440064;0.00;;;;;;;;;
1313;3445312;0.00;;;;;;;;;
1314;3450564;0.00;;;;;;;;;
1315;3455820;0.00;;;;;;;;;
1316;3461080;0.00;;;;;;;;;
1317;3466344;0.00;;;;;;;;;
1318;3471612;0.00;;;;;;;;;
1319;3476884;0.00;;;;;;;;;
1320;3482160;0.00;;;;;;;;;
1321;3487440;0.00;;;;;;;;;
1322;3492724;0.00;;;;;;;;;
1323;3498012;0.00;;;;;;;;;
1324;3503304;0.00;;;;;;;;;
1325;3508600;0.00;;;;;;;;;
1326;3513900;0.00;;;;;;;;;
1327;3519204;0.00;;;;;;;;;
1328;3524512;0.00;;;;;;;;;
1329;3529824;0.00;;;;;;;;;
1330;3535140;0.00;;;;;;;;;
1331;3540460;0.00;;;;;;;;;
1332;3545784;0.00;;;;;;;;;
1333;3551112;0.00;;;;;;;;;
1334;3556444;0.00;;;;;;;;;
1335;3561780;0.00;;;;;;;;;
1336;3567120;0.00;;;;;;;;;
1337;3572464;0.00;;;;;;;;;
1338;3577812;0.00;;;;;;;;;
1339;3583164;0.00;;;;;;;;;
1340;3588520;0.00;;;;;;;;;
1341;3593880;0.00;;;;;;;;;
1342;3599244;0.00;;;;;;;;;
1343;3604612;0.00;;;;;;;;;
1344;3609984;0.00;;;;;;;;;
1345;3615360;1.00;;;;;;;;;
1346;3620740;0.00;;;;;;;;;
1347;3626124;0.00;;;;;;;;;
1348;3631512;0.00;;;;;;;;;
1349;3636904;0.00;;;;;;;;;
1350;3642300;0.00;;;;;;;;;
1351;3647700;0.00;;;;;;;;;
1352;3653104;0.00;;;;;;;;;
1353;3658512;0.00;;;;;;;;;
1354;3663924;0.00;;;;;;;;;
1355;3669340;0.00;;;;;;;;;
1356;3674760;0.00;;;;;;;;;
1357;3680184;0.00;;;;;;;;;
1358;3685612;0.00;;;;;;;;;
1359;3691044;0.00;;;;;;;;;
1360;3696480;0.00;;;;;;;;;
1361;3701920;0.00;;;;;;;;;
1362;3707364;0.00;;;;;;;;;
1363;3712812;0.00;;;;;;;;;
1364;3718264;0.00;;;;;;;;;
1365;3723720;0.00;;;;;;;;;
1366;3729180;0.00;;;;;;;;;
1367;3734644;0.00;;;;;;;;;
1368;3740112;0.00;;;;;;;;;
1369;3745584;0.00;;;;;;;;;
1370;3751060;0.00;;;;;;;;;
1371;3756540;0.00;;;;;;;;;
1372;3762024;0.00;;;;;;;;;
1373;3767512;0.00;;;;;;;;;
1374;3773004;0.00;;;;;;;;;
1375;3778500;0.00;;;;;;;;;
1376;3784000;0.00;;;;;;;;;
1377;3789504;0.00;;;;;;;;;
1378;3795012;0.00;;;;;;;;;
1379;3800524;0.00;;;;;;;;;
1380;3806040;0.00;;;;;;;;;
1381;3811560;0.00;;;;;;;;;
1382;3817084;0.00;;;;;;;;;
1383;3822612;0.00;;;;;;;;;
1384;3828144;0.00;;;;;;;;;
1385;3833680;0.00;;;;;;;;;
1386;3839220;0.00;;;;;;;;;
1387;3844764;0.00;;;;;;;;;
1388;3850312;0.00;;;;;;;;;
1389;3855864;0.00;;;;;;;;;
1390;3861420;0.00;;;;;;;;;
1391;3866980;0.00;;;;;;;;;
1392;3872544;0.00;;;;;;;;;
1393;3878112;0.00;;;;;;;;;
1394;3883684;0.00;;;;;;;;;
1395;3889260;0.00;;;;;;;;;
1396;3894840;0.00;;;;;;;;;
1397;3900424;0.00;;;;;;;;;
1398;3906012;0.00;;;;;;;;;
1399;3911604;0.00;;;;;;;;;
1400;3917200;0.00;;;;;;;;;
1401;3922800;0.00;;;;;;;;;
1402;3928404;0.00;;;;;;;;;
1403;3934012;0.00;;;;;;;;;
1404;3939624;0.00;;;;;;;;;
1405;3945240;0.00;;;;;;;;;
1406;3950860;0.00;;;;;;;;;
1407;3956484;0.00;;;;;;;;;
1408;3962112;0.00;;;;;;;;;
1409;3967744;0.00;;;;;;;;;
1410;3973380;0.00;;;;;;;;;
1411;3979020;0.00;;;;;;;;;
1412;3984664;0.00;;;;;;;;;
1413;3990312;0.00;;;;;;;;;
1414;3995964;0.00;;;;;;;;;
1415;4001620;0.00;;;;;;;;;
1416;4007280;0.00;;;;;;;;;
1417;4012944;0.00;;;;;;;;;
1418;4018612;0.00;;;;;;;;;
1419;4024284;0.00;;;;;;;;;
1420;4029960;0.00;;;;;;;;;
1421;4035640;0.00;;;;;;;;;
1422;4041324;0.00;;;;;;;;;
1423;4047012;0.00;;;;;;;;;
1424;4052704;0.00;;;;;;;;;
1425;4058400;0.00;;;;;;;;;
1426;4064100;0.00;;;;;;;;;
1427;4069804;0.00;;;;;;;;;
1428;4075512;0.00;;;;;;;;;
1429;4081224;0.00;;;;;;;;;
1430;4086940;0.00;;;;;;;;;
1431;4092660;0.00;;;;;;;;;
1432;4098384;0.00;;;;;;;;;
1433;4104112;0.00;;;;;;;;;
1434;4109844;0.00;;;;;;;;;
1435;4115580;0.00;;;;;;;;;
1436;4121320;0.00;;;;;;;;;
1437;4127064;0.00;;;;;;;;;
1438;4132812;0.00;;;;;;;;;
1439;4138564;0.00;;;;;;;;;
1440;4144320;0.00;;;;;;;;;
1441;4150080;0.00;;;;;;;;;
1442;4155844;0.00;;;;;;;;;
1443;4161612;0.00;;;;;;;;;
1444;4167384;0.00;;;;;;;;;
1445;4173160;0.00;;;;;;;;;
1446;4178940;0.00;;;;;;;;;
1447;4184724;0.00;;;;;;;;;
1448;4190512;0.00;;;;;;;;;
1449;4196304;0.00;;;;;;;;;
1450;4202100;0.00;;;;;;;;;
1451;4207900;0.00;;;;;;;;;
1452;4213704;0.00;;;;;;;;;
1453;4219512;0.00;;;;;;;;;
1454;4225324;0.00;;;;;;;;;
1455;4231140;0.00;;;;;;;;;
1456;4236960;0.00;;;;;;;;;
1457;4242784;0.00;;;;;;;;;
1458;4248612;0.00;;;;;;;;;
1459;4254444;0.00;;;;;;;;;
1460;4260280;0.00;;;;;;;;;
1461;4266120;0.00;;;;;;;;;
1462;4271964;0.00;;;;;;;;;
1463;4277812;0.00;;;;;;;;;
1464;4283664;0.00;;;;;;;;;
1465;4289520;0.00;;;;;;;;;
1466;4295380;0.00;;;;;;;;;
1467;4301244;0.00;;;;;;;;;
1468;4307112;0.00;;;;;;;;;
1469;4312984;0.00;;;;;;;;;
1470;4318860;0.00;;;;;;;;;
1471;4324740;0.00;;;;;;;;;
1472;4330624;0.00;;;;;;;;;
1473;4336512;0.00;;;;;;;;;
1474;4342404;0.00;;;;;;;;;
1475;4348300;0.00;;;;;;;;;
1476;4354200;0.00;;;;;;;;;
1477;4360104;0.00;;;;;;;;;
1478;4366012;0.00;;;;;;;;;
